salario_medio_moradores_regiao,idade_media_casas_regiao,quantidade_media_comodos_regiao,quantidade_media_quartos_regiao,populacao_regiao,valor_casa
71792,8,8,3,48266,1903814
58655,5,6,4,40740,1069851
71088,4,6,3,28750,829868
74984,4,7,4,29287,1181338
59081,7,6,2,42578,1401768
71329,6,5,3,25974,1235501
76698,6,6,4,52881,1522084
61504,4,6,4,24804,656972
68386,7,8,4,39138,1660678
64427,4,6,4,25653,606192
63920,5,7,4,31034,1011331
76835,6,7,6,27622,1529830
65173,7,6,4,44125,1489520
61025,8,7,6,34730,1468267
76783,6,6,3,26703,978313
69336,6,6,2,37592,1181638
57824,5,7,3,45555,1015233
69585,4,7,3,36099,1139616
62340,7,7,6,24962,984350
75040,6,7,5,34733,1765281
87113,5,6,2,31172,1327975
56827,5,6,4,29506,804170
71824,5,8,6,41186,1467272
68662,5,7,4,43795,1478824
66006,6,7,4,40691,1367312
69266,4,6,4,40588,1162470
68089,5,6,3,57097,1473278
62745,6,8,4,16737,897480
85526,5,6,2,32635,1568579
68561,6,7,4,31796,1421519
67100,6,6,2,27456,1199145
74056,7,6,4,37521,1596181
78159,5,6,4,31111,1264972
58348,5,7,6,59129,1135465
60975,7,5,3,43752,1359839
60167,4,3,4,16811,88592
78063,6,8,5,37838,1822449
66658,7,7,4,57563,1720734
61475,6,7,6,31437,1224397
59762,6,7,4,28571,1209571
87596,7,5,3,35392,1698820
79426,6,7,4,49009,1860358
66426,6,6,4,40761,1168445
61264,4,7,3,43208,764756
55224,7,5,4,44915,977242
58660,7,6,3,33515,1079159
70193,5,7,6,48417,1383395
59691,7,6,4,27769,992053
75613,7,7,5,29146,1574920
59789,5,6,3,49200,1174312
60494,5,6,3,31693,795083
76517,5,5,4,29788,1170574
67724,7,6,4,61916,1998369
61458,4,7,3,36220,842087
61704,5,7,5,19148,849657
62224,6,5,3,21689,908616
68603,6,7,6,44508,1524258
53902,5,8,4,21075,685880
69624,3,6,2,29292,771310
75690,6,5,4,46183,1308244
71902,5,7,6,42200,1312064
67684,6,6,2,52999,1467850
69320,4,5,3,32668,902350
65423,5,6,3,28914,926881
62083,6,7,4,43485,1323326
81844,6,6,3,36242,1504026
74090,5,6,3,25694,1003267
59200,4,6,2,22926,592398
63873,7,7,3,27587,1339143
69677,4,6,3,50524,1212940
49032,5,8,4,36292,753931
62819,6,7,4,38527,1538402
64624,6,6,2,37117,1295728
63665,6,7,3,44029,1472887
50760,6,5,2,34685,831763
77235,6,5,4,47328,1610577
55245,3,8,4,43557,881446
82982,6,6,4,44531,1666463
78754,5,5,4,35323,1085219
82268,6,8,3,39549,1712930
74166,6,7,6,30237,1444404
83179,6,9,3,38587,1884674
48176,7,7,4,33216,1014548
79023,3,8,6,22984,1084014
73135,5,6,2,36401,1279777
75323,8,5,3,51528,1967385
63191,5,7,3,33816,1002974
51554,7,6,4,36830,979569
55340,5,5,4,34112,565937
56296,6,8,3,31165,1092131
73491,7,6,2,55169,1869114
68334,8,8,4,36621,1817830
50666,7,8,6,36940,1392208
60307,6,7,4,37739,1389774
65132,5,7,6,24199,956009
72139,3,6,3,52601,945833
71313,5,7,4,42302,1383766
56647,7,7,4,39780,1400268
60288,6,7,3,34651,1144938
67022,5,6,4,33891,1118166
58188,6,6,2,38104,1047012
69350,4,8,6,28747,1096069
68450,5,7,4,36474,1386473
70784,4,6,3,41230,945831
70309,4,6,4,34945,1311380
46737,4,8,6,42351,885662
69345,5,8,3,47386,1507331
89157,6,7,4,33834,1643292
72568,6,6,2,18896,987747
65051,4,6,2,25191,612212
56780,7,6,4,11019,836235
87678,5,4,4,35781,1495519
65817,5,6,2,40674,911072
70561,7,7,3,25029,1360788
73801,6,7,4,30504,1455107
72143,6,7,6,23823,1327969
78002,5,8,5,47763,1838504
83443,5,8,5,44900,1727211
77057,5,6,3,24459,1093345
60509,5,7,6,27080,943485
80305,4,7,3,22267,1100632
56324,6,6,4,41354,1269811
59794,6,6,3,54149,1321009
60812,7,6,2,26411,978241
57982,6,7,3,15065,952534
75367,7,5,3,31669,1434015
54447,6,6,2,50200,1008650
101144,6,7,3,35772,2007556
48963,5,8,5,35431,882667
77412,4,8,5,39030,1246218
57972,7,6,4,13683,880682
64882,4,7,6,32807,840125
66330,6,6,3,38240,1469768
76681,6,6,4,55292,1824988
80744,6,8,5,27185,1404896
77158,5,7,6,28713,1290043
69351,5,6,2,46833,1410363
58159,6,6,2,36083,1058269
76275,5,6,2,40354,1464929
84114,6,8,4,38702,1777010
58756,7,5,2,23272,826195
81030,8,6,4,44372,1851576
87003,5,8,4,24269,1552915
56788,6,5,3,36204,922479
88767,4,6,2,58349,1753428
70394,6,7,4,31928,1387701
86818,6,7,5,47663,1801916
60769,7,7,4,35204,1237116
66774,5,8,3,23793,1009606
74542,5,9,4,38039,1601678
46361,4,7,6,37548,483459
63059,3,8,4,25390,925394
63288,4,7,6,39626,1143378
78646,4,6,3,41268,1283402
64989,5,7,6,34819,1031368
78190,4,6,3,35279,1153605
69528,6,5,3,33176,995137
55935,6,8,6,37567,1006580
60940,6,5,4,31113,987435
55774,5,8,4,38812,897013
85337,5,6,3,31219,1560838
74438,7,6,3,22954,1349818
67071,4,7,5,32084,883147
76822,4,6,3,24966,926482
68375,6,6,2,41562,1100152
56983,6,6,2,27207,674198
72750,8,7,4,36050,1587350
80156,4,5,4,43328,1276987
72432,5,6,2,23947,982345
62128,6,7,6,37889,1153433
60434,5,6,2,29551,799125
75393,6,6,2,27536,1169640
85994,7,6,4,20303,1591203
66644,8,5,3,36858,1450770
76784,5,7,5,40277,1381443
71965,7,7,5,48873,1930806
78898,5,5,4,29958,1280548
58321,4,6,2,45979,916344
51446,6,7,3,39900,1170893
79936,6,8,5,23655,1616383
49589,6,7,4,31733,1056519
72055,7,6,4,43542,1583898
70125,5,4,4,22063,619407
54839,5,7,6,48345,1043416
66832,5,7,6,33075,1222344
72121,5,8,3,45905,1433538
69516,6,7,5,28373,1474417
86310,6,9,6,29776,1827899
69325,4,7,5,36345,1130538
62390,4,5,3,37535,758887
70185,6,7,5,26052,1210400
46991,5,6,3,33234,674818
69269,6,6,3,32699,1232209
96290,5,8,5,45801,2105206
63085,6,9,5,35193,1662586
76788,5,6,4,35936,1443908
58054,5,7,6,35257,781483
68654,6,7,4,41729,1557794
74756,6,6,2,24491,1476278
75390,5,6,2,49401,1412449
63272,7,7,3,46311,1438291
63884,7,5,4,64566,1667561
61654,4,8,6,41909,1131533
52204,6,7,6,40056,1154270
72177,6,9,6,28394,1650771
82816,5,6,2,36855,1387988
60005,7,7,6,25480,1325294
71323,5,4,2,28795,825095
74111,3,7,3,30078,944186
68163,7,7,6,36546,1608727
60272,5,6,4,35890,1050224
61310,7,8,5,43992,1417691
73370,5,6,2,56541,1386351
66718,6,8,4,20155,1015546
61687,5,7,3,34760,991934
83298,4,6,3,33657,1267434
79647,5,7,3,48360,1491812
53042,6,5,4,60300,1222887
59867,4,7,4,47726,1114902
68570,5,6,4,44476,1024788
55456,5,5,2,37009,675490
70021,7,7,4,44935,1515157
51797,4,7,4,30640,491086
40394,5,7,3,40852,737147
68597,4,7,4,45358,1208875
41518,7,7,3,40432,1073356
67186,6,4,3,16292,554703
64316,6,6,4,38159,1225796
69048,5,6,2,41773,1282339
70036,5,7,6,47618,1409825
79710,5,8,6,39830,1448668
52799,6,7,6,20438,728402
64634,7,4,2,52131,1381483
69467,4,7,4,55700,1424994
79504,6,7,4,42677,1741106
73789,6,6,2,47039,1361230
55813,8,7,6,22779,1164497
75947,5,7,6,37455,1375737
58615,4,5,3,40187,636506
56868,6,6,3,31060,775958
70586,4,7,4,31798,976540
64494,6,7,3,29404,1048302
61808,4,5,4,40774,575694
78748,5,6,4,30640,1365437
71534,6,7,4,37402,1403219
72386,6,6,4,49846,1723425
80258,6,8,6,42014,1987332
60831,7,7,5,33623,1285202
74325,5,6,3,32034,1306057
54562,6,6,2,39735,778546
74367,5,5,4,44663,1155682
84377,5,8,6,27093,1540737
66524,4,7,4,34618,934409
47685,4,5,3,20962,294171
75071,6,6,3,35579,1423025
52157,6,6,2,44782,876764
93439,4,7,3,34930,1416408
56914,5,6,4,36351,972537
71336,7,5,4,58926,1729062
73120,5,5,2,32402,981260
54700,6,4,4,46224,1125230
38139,5,6,2,45899,723750
74567,5,7,5,44393,1556552
71628,5,7,4,44387,1391304
71375,5,7,5,30469,1103648
82858,7,8,5,36835,2005037
67907,5,5,2,30268,1055153
80606,6,6,4,34354,1389367
63585,6,7,3,43547,1249462
87802,5,7,5,34354,1501482
64446,5,6,4,46743,1296134
56501,7,6,4,34720,992774
65037,6,7,6,27356,1085101
55146,4,6,2,40018,734562
52122,6,7,3,38764,1221828
59765,7,6,4,39557,1489970
79745,7,6,3,39511,1696086
66449,5,6,4,18725,891259
65314,6,6,2,36565,1347083
59879,6,8,6,40838,1428797
65220,6,8,4,19500,1198679
54850,6,7,6,43807,1194083
86260,5,7,3,23964,1233127
73391,7,7,4,36714,1587585
70323,5,5,4,36148,1025439
62124,5,6,4,20478,700904
55745,7,6,2,36078,1180903
60244,5,6,2,24602,914137
53624,7,6,4,36075,1178601
67168,6,6,3,45707,1328572
71405,4,6,4,22083,742449
45863,6,6,3,34426,964597
67424,6,9,3,37721,1613038
69208,5,6,4,13355,816772
67951,5,6,3,38731,1283209
61867,5,7,3,26132,975386
61369,4,6,4,37670,889846
63580,5,8,3,31080,979283
62669,4,6,2,38547,896938
90586,6,5,2,34922,1712389
72449,6,6,4,44066,1367293
67683,6,5,3,31420,949880
79057,7,10,3,27142,2050594
88799,5,5,4,39139,1616631
61150,8,6,3,31517,1358350
73984,6,8,5,36773,1708128
79915,7,7,4,53159,1970419
80055,5,7,6,44973,1636080
60992,6,9,6,55947,1591270
72533,8,5,2,46369,1806231
69753,5,4,2,50740,1138749
77623,5,6,2,38660,1246441
84292,7,5,3,24380,1407124
75790,6,7,3,31311,1370830
73079,4,6,4,56970,1492522
66235,4,6,2,34922,762392
85852,5,7,5,33200,1668448
62333,5,7,6,29704,945057
60110,5,5,4,32536,874497
76568,5,6,4,30823,1080171
73257,3,5,2,44882,1049007
53657,5,6,2,38994,826587
78583,5,7,3,35271,1384328
62370,6,6,4,27221,1027312
72937,7,6,2,57121,1938714
77033,4,8,6,26160,1025418
49854,4,7,3,27402,594817
87903,5,6,4,28782,1369971
35608,6,7,6,20833,449332
62933,7,7,3,32233,1253360
73260,6,8,6,25942,1347234
71452,5,6,4,42152,1257780
65550,5,8,3,55084,1474296
73309,6,6,2,39582,1513273
55331,4,8,6,53055,1042244
73212,5,6,4,34019,1288069
78300,5,8,6,53921,1988564
69154,4,6,4,36179,799842
76107,6,6,3,56376,1813555
55415,5,4,2,24291,492985
81970,5,6,2,33284,1325531
53935,7,6,2,53504,1315138
61058,4,5,4,36325,729990
61676,6,8,4,38467,1328659
59391,6,8,6,64543,1599416
72007,5,6,2,53713,1348252
77079,4,6,2,32236,1018458
86219,5,6,2,44034,1517598
65279,7,5,2,39419,1247289
64962,7,6,3,17093,906035
68450,6,6,2,32147,1203090
62305,6,7,3,47066,1375771
51621,5,6,2,18194,459446
66571,4,9,5,26651,1238486
80963,5,6,4,24602,1309768
61761,6,6,2,38825,1111580
80931,5,4,4,31837,1099789
73278,6,7,4,23586,1247384
74416,5,7,6,47907,1546470
64590,5,6,3,19652,729315
65627,7,6,2,44808,1614668
75434,6,8,4,43181,1613326
70153,4,5,2,35808,765505
84014,6,7,3,41819,1696786
65489,6,6,3,22599,980162
78545,5,6,4,34477,1167621
71893,6,8,4,19033,995850
73311,5,6,2,37252,1276495
77504,5,7,5,41864,1649157
75668,4,8,3,40746,1603268
77032,5,7,3,29023,1314387
71467,6,6,3,39812,1357367
70189,4,6,4,53705,1308017
77085,5,6,4,21287,1246015
80957,6,7,6,30545,1467960
56986,5,7,5,43921,1239310
69155,6,7,4,40808,1457023
76850,5,6,4,36333,1315667
70866,5,5,2,24511,885710
54028,5,6,3,31319,566646
64315,6,6,2,34940,1088176
66374,5,6,3,36809,1105737
63221,7,7,4,44348,1571665
80417,4,6,4,44523,1412145
73053,5,6,4,41686,1220724
62948,5,6,4,30494,1011910
59037,5,7,5,26234,685922
67314,6,6,4,31872,1175191
58714,5,8,5,32762,1053892
78286,4,7,5,42425,1360502
68785,7,6,4,48564,1409039
62970,5,6,2,14241,547795
85048,4,6,4,23662,1211443
82425,5,5,2,41020,1403296
68817,5,5,4,35621,1125697
63170,6,4,2,44345,1067192
66943,4,6,3,28984,786258
74591,6,6,3,28860,1341069
62302,4,7,3,40291,777719
67559,6,7,5,32487,1539465
70791,5,5,4,19314,738761
61015,5,5,4,39588,777144
65013,7,7,3,23039,1131041
59179,6,6,2,33549,892718
44426,6,8,3,55838,1344407
52890,6,8,3,27165,1174950
57896,5,7,6,35960,948054
67548,5,8,3,50213,1432903
72009,6,6,3,59313,1649947
50143,4,7,4,67601,1168588
63335,6,6,3,35469,1172515
66083,4,8,4,39185,1051173
68577,7,6,3,23927,1235748
69605,5,6,2,17597,984011
57276,8,5,3,35374,1210610
73682,4,5,2,34366,766078
74056,5,5,3,38822,1234636
60325,6,7,6,38418,1364307
84851,6,6,2,34265,1429383
74008,6,9,5,32743,1680788
64059,5,5,3,27865,884891
71579,6,6,2,40130,1198573
64730,5,5,2,31879,996925
70763,6,6,4,29873,1417403
62072,4,6,4,23853,549947
63209,5,8,4,33967,1241699
61009,4,7,3,60309,1258686
62566,7,5,4,26717,1144178
60426,6,8,6,46776,1518387
56349,5,6,4,31048,592512
65827,6,5,3,46346,1283590
63376,6,6,3,29743,1014093
77275,6,8,3,41162,1535152
68057,6,7,6,52547,1754576
59828,5,8,3,47590,1384966
65672,4,6,4,34640,554253
66667,6,8,6,37198,1502451
78074,5,7,4,58051,1930803
77911,5,5,3,42795,1309860
70378,7,5,2,31646,1110526
62845,7,7,4,44604,1543357
69699,6,8,3,47248,1736442
75477,6,7,5,18878,1370368
79750,6,7,4,36085,1614916
63617,8,4,4,30692,1124463
71501,5,7,5,44428,1293384
81570,5,7,6,32485,1472968
60270,5,7,4,26945,1009810
66407,6,5,2,38707,1217061
74479,8,5,3,34615,1637335
71830,6,8,6,39939,1570905
75869,5,5,2,27606,1002691
75774,6,7,6,44508,1814551
75174,6,8,5,40179,1677005
73688,5,5,4,38977,1173202
53409,6,7,4,22522,860346
59167,4,6,3,39496,631713
69429,5,7,3,44822,1330929
53365,5,7,5,36419,879356
59114,4,5,3,40488,635419
63143,6,7,6,33577,1085495
70956,5,6,2,27811,1024602
66197,3,5,4,35919,701866
64497,5,6,3,30018,942664
80948,6,7,4,32517,1838092
77193,5,7,5,19630,1065151
58874,6,6,2,19772,849566
67123,5,6,3,27725,949893
71642,6,7,4,27727,1294967
74614,5,5,4,46070,1033881
63358,6,7,4,38575,1280700
68595,6,5,2,55323,1388840
81668,6,8,5,28884,1940226
80379,7,4,4,54143,1586890
59195,5,7,3,30774,962081
56909,5,7,4,36794,1049799
66959,5,6,2,36043,1040782
52267,6,8,3,25983,1100380
38868,6,8,4,25432,759045
67466,6,5,4,47444,1283765
67453,6,5,2,49085,1162950
64405,8,7,6,42611,1420979
62485,6,7,3,32428,972671
84613,7,6,4,43480,1804244
69616,5,7,6,14476,836884
68173,5,7,3,57699,1294648
80431,5,6,4,34615,1300479
66098,5,6,2,28433,1040377
63866,6,5,2,33288,1193254
76960,4,7,3,55375,1618128
75595,5,6,3,30177,1113857
68214,6,7,5,37311,1706292
50881,5,5,3,35777,658645
63780,6,7,5,35056,1168994
73193,5,5,4,35707,1123210
73875,4,6,2,34332,915818
76402,4,6,3,30636,1134143
76221,6,8,3,30324,1589765
53630,3,7,3,43358,552585
70488,6,7,6,38326,1352917
76149,3,7,4,30532,1043281
63748,6,8,6,47926,1589431
73038,6,6,4,32508,1348883
76992,6,6,4,24874,1212440
89510,5,8,6,29766,1580727
70438,5,6,3,29990,1215288
64345,6,6,3,48621,1391789
65901,5,8,6,32810,1127249
58858,7,7,5,23978,1234610
59716,5,4,2,49859,936234
89112,6,8,3,29673,1852338
85522,6,9,4,49257,2009938
50005,7,5,4,32614,828127
71491,6,8,3,42631,1661120
65608,7,6,3,28774,1295901
65431,5,7,6,23365,989643
81909,8,6,2,30777,1788516
82514,7,7,5,32252,1814855
72764,5,7,5,19595,1170705
55288,6,8,6,31144,1090789
59420,4,5,2,20691,440585
59042,7,6,4,33182,1029439
76650,3,7,6,36333,828121
59912,6,5,2,38092,985284
69544,5,6,4,27071,879063
56588,4,5,4,38132,609403
66269,6,8,3,18114,1168859
74890,6,6,2,25333,1307507
71053,7,7,6,29359,1357251
60721,6,6,4,29978,1181631
70204,6,6,4,38773,1294615
62347,4,7,5,37499,911656
73688,6,7,3,30994,1149328
45685,5,8,5,30345,867714
70689,5,6,3,21350,973069
74510,5,7,5,9579,1084408
98468,7,6,3,50676,2275455
69275,6,6,2,40144,1233205
65969,7,8,4,61772,1906025
65897,6,6,3,49667,1412627
72110,6,7,5,23411,1208761
82069,5,6,2,47005,1710924
47422,5,5,2,42771,750120
71713,6,7,6,26861,1361829
42348,6,8,6,33609,904785
61393,4,7,6,44258,980141
63783,5,6,2,32620,798254
59803,6,6,4,30788,1026506
92201,5,6,4,45452,1692336
75967,5,6,2,38897,1405505
61300,5,7,3,33922,946182
77695,6,6,2,42122,1723775
66764,5,8,6,28467,1238406
56734,6,7,6,35452,1317160
66138,5,7,4,40675,1155753
48747,6,8,5,31266,1040087
73101,4,7,6,39998,1266947
69248,5,6,3,57771,1422231
49825,6,8,6,46399,1224779
67557,6,6,2,18468,973096
59047,4,7,3,26365,512253
60889,6,6,3,32997,906419
75409,4,7,3,33413,1114667
60770,6,6,2,38047,1278366
92106,6,6,4,32483,1720671
77256,6,7,4,31886,1534295
69071,5,7,3,32106,1066041
79817,6,8,5,31765,1428399
85172,3,5,2,26018,855424
63765,4,5,2,44863,853084
71028,3,6,2,43922,934610
82681,6,7,3,30054,1571782
49435,6,6,3,43441,927164
69139,6,6,4,29683,1227569
52642,3,7,4,50133,671802
88345,6,5,3,41216,1705918
70558,5,7,5,24867,1198916
55242,5,7,4,48812,1230097
50802,6,6,4,23725,764636
79700,6,8,6,31348,1553854
68400,5,6,3,51988,1451931
59107,7,6,2,37556,1063492
71650,6,6,4,33925,1226181
51168,7,7,3,30369,1220987
82635,6,7,6,33770,1480228
76126,6,5,4,51054,1641874
83319,6,6,3,31552,1262964
85468,4,7,5,46505,1444573
81665,5,6,4,34753,1358983
74385,3,6,2,20951,635531
86818,5,6,3,41440,1670183
63911,5,6,2,15576,841236
84095,6,8,3,21330,1581866
58435,6,7,3,61205,1841496
78229,5,6,4,60747,1891398
78160,6,7,5,39984,1832230
72757,4,7,6,39088,1062095
48125,7,6,4,40090,970045
76883,7,7,3,26262,1528901
69266,5,7,3,37180,1107160
71445,6,8,3,24318,1300031
77467,5,5,4,43628,1547737
78578,3,8,4,35399,1248742
58909,5,7,6,40865,1205568
67270,4,7,4,33036,993637
76908,6,8,4,51630,1813856
81272,7,7,3,44406,1822438
72827,5,8,5,14931,1166925
69396,4,6,4,34932,952440
75299,8,5,3,34129,1659100
75258,6,5,4,37245,1181995
71322,6,6,2,25948,1124043
64429,6,7,3,39055,1219637
63797,5,7,4,26094,867083
70333,5,6,4,44795,1385979
49345,6,8,5,15113,725041
56073,6,6,4,64149,1409762
68419,5,7,6,30464,1036705
69654,3,8,3,27022,717273
96901,4,8,4,32824,1642479
49160,5,7,6,28382,585440
48498,5,8,3,30749,602210
73112,6,6,2,32126,1340227
57190,5,8,4,45340,1430051
67775,5,7,3,38345,1101120
52599,6,8,3,31590,897223
66655,6,6,4,36142,1409319
64635,5,7,3,37866,1226067
87272,5,7,5,7522,910100
77223,6,7,3,36454,1492010
74420,6,6,2,40250,1555806
73611,4,7,4,38294,1487856
63320,6,7,3,22076,995144
82383,6,5,4,28614,1151006
93876,6,7,6,29096,1760880
62717,6,6,2,38535,1067000
84366,4,7,6,48150,1430797
77208,4,6,2,28550,981753
77177,3,5,3,52057,1102517
80770,6,6,4,31518,1334377
72915,5,7,5,42030,1395219
64826,5,7,3,36342,1227167
79575,5,5,2,43679,1315568
75302,6,8,6,33424,1643339
76942,5,8,6,28717,1354418
70627,5,5,4,41602,1273868
65081,5,9,5,37594,1343824
72752,5,5,2,29034,692229
72099,5,6,3,36902,1411054
51747,6,6,4,29749,832475
56815,6,5,2,35516,1076334
60584,6,7,3,46635,1309830
80238,4,7,3,34271,1130844
60062,4,7,3,45347,784503
76339,5,8,3,45735,1378399
60319,6,7,4,33337,983538
91083,5,7,5,41734,1737982
73327,5,7,5,41378,1314359
54236,5,8,3,65857,1372969
54726,5,6,4,38582,998856
61247,6,6,2,61075,1473541
74551,6,7,6,44843,1816217
56962,6,6,3,43181,1127082
59665,6,7,3,48128,1427832
72353,4,7,6,15395,959244
55101,5,8,5,41219,1202453
62472,6,7,6,37618,1463443
79020,4,6,2,34405,1120852
56402,3,8,5,29689,696467
61056,4,8,5,18606,631656
55558,6,7,6,56250,1366988
89760,6,7,6,54061,1919054
55529,6,9,4,45008,1460341
75534,4,7,6,27730,935489
73265,4,5,4,30667,896246
61611,5,7,3,18947,894204
66790,5,7,6,47064,1353730
69604,5,7,4,41785,1496177
43241,6,6,2,29478,629658
51510,5,6,4,31773,549168
80315,7,5,3,39733,1737582
65483,7,7,4,33303,1247282
92735,6,6,4,47376,1779899
62678,5,6,3,44965,1032663
86583,6,7,5,45514,1815810
62369,6,6,2,47224,1387114
55624,7,6,3,45644,1262013
63421,7,8,3,11511,1432318
77521,6,7,5,32624,1501622
73370,5,5,4,47740,1275677
82768,7,7,4,23581,1476989
68368,5,7,5,22033,796289
67041,6,5,3,15633,707345
55507,7,8,6,44669,1318231
43795,6,7,6,48114,1020861
67754,5,7,5,51905,1527692
78088,5,8,3,33389,1536235
67909,7,6,4,36742,1482124
51967,5,7,5,21454,657169
81707,5,6,4,37968,1390200
59865,4,6,4,30905,613788
61544,2,7,3,30699,677772
80228,5,8,3,27255,1535947
60865,5,6,4,43351,990005
59866,5,5,4,32064,1039381
64769,4,7,4,43510,1107287
89286,5,6,2,26176,1340910
83373,6,7,5,25663,1335884
59278,5,8,3,12351,1015011
71232,4,5,2,31088,676980
72102,5,5,2,41409,1110114
80528,5,8,5,37717,1641030
54051,5,7,3,27822,914378
66465,5,7,6,41130,1258564
70085,4,7,5,51446,1440909
75475,6,7,6,47447,1624138
88824,7,6,4,28715,1869886
65948,4,8,3,41260,1302749
68219,5,8,6,42342,1429530
74881,5,7,3,23526,1023163
59886,3,5,3,54546,673571
75291,5,7,4,48224,1657667
69350,6,8,4,36779,1392084
79687,6,7,6,20867,1360101
61679,6,7,5,34867,1103021
77527,6,5,4,41812,1322914
65010,6,7,6,34706,1305186
60503,6,7,5,49155,1431517
52282,6,6,3,45867,1137447
54293,4,6,4,49751,1010477
64912,7,6,4,48685,1449033
70213,5,5,3,34386,1064570
48640,3,8,4,33381,607249
64534,3,7,4,52933,1202228
58337,5,5,2,38235,816814
78845,6,5,2,54845,1598159
74691,5,7,5,55403,1658381
68217,6,6,3,49240,1312093
55306,6,6,4,32142,647983
69012,6,9,5,33069,1492787
60846,4,7,3,28172,627734
93838,4,8,5,44138,1827501
78918,4,7,3,36711,1339255
83896,6,5,4,43672,1620949
78501,6,6,3,34685,1637945
78239,4,7,3,36936,1216888
70220,5,6,4,46222,1555498
62184,4,7,6,26008,873048
68201,4,5,2,43468,846056
66862,7,6,3,15325,1028494
83638,7,7,4,24565,1569600
81149,5,7,3,54929,1798233
75318,4,8,3,33280,1402147
50847,4,5,4,34763,398910
70090,5,6,2,26390,933157
63629,3,7,5,33517,712286
67076,4,7,3,40406,1261927
61909,6,6,4,28953,1063964
66623,5,6,2,47995,1302029
82391,7,7,3,33232,1957892
62917,5,6,2,36845,849153
61214,7,7,6,32254,1070720
55952,4,6,3,30758,714166
93993,6,5,3,37062,1441883
69436,3,7,3,30884,693681
67295,4,6,3,40190,1060124
77825,6,7,5,31439,1535262
54432,6,8,5,41557,1454682
58180,5,7,3,36506,1062593
88904,6,6,2,41807,1907859
79442,6,5,2,4114,965319
67389,6,5,2,34710,1109640
64381,5,6,3,44712,1118595
70881,4,7,4,36040,1049661
82859,8,6,4,60040,2294648
66736,5,7,6,54086,1356062
66274,7,5,3,30082,989904
64621,7,6,3,44288,1499243
67285,5,6,2,37956,1160247
69916,6,5,2,41686,1302348
85802,6,6,4,26139,1553311
77459,4,5,4,37910,945252
69612,6,7,6,26489,1158698
74898,7,4,3,32530,1261239
59483,6,6,3,38894,1257282
68527,5,7,4,34977,1279465
48278,5,7,6,51148,943855
74333,6,5,2,41440,1404541
91118,4,7,5,23038,1296636
75667,5,6,2,46782,1450996
81754,5,8,4,42975,1654965
62314,5,6,3,48263,1030867
64421,7,5,4,42873,1204103
68631,5,6,3,39635,1115722
60317,3,7,3,32276,606863
58387,6,7,3,28318,971175
62406,4,7,6,30541,1029856
81025,5,6,4,25851,1246791
75951,6,5,2,35230,1146886
73480,6,6,4,19481,1075550
67535,6,6,2,32375,1074263
61577,6,6,2,34810,1115394
73388,5,8,3,41648,1496210
57730,5,9,6,42451,1299992
68101,7,6,4,29827,1446984
63513,6,6,4,46819,1257376
75866,6,6,2,36698,1549303
58696,6,6,3,21434,828477
76415,6,6,2,52719,1642011
71090,4,6,2,26030,847387
67470,4,6,2,32200,968082
65244,7,7,6,39757,1495384
61249,4,6,3,30288,678722
77502,6,6,4,39075,1427551
51445,6,7,5,44966,1093873
73956,6,6,2,46775,1653233
70221,5,6,3,39692,1178272
58354,5,6,3,35765,755844
79274,3,8,5,42773,1210367
58195,5,6,2,31789,980231
68001,5,7,4,47116,1122083
80174,5,6,3,45233,1441376
57160,6,6,3,43467,1251794
70799,6,7,5,33865,1257217
95000,5,8,5,44202,1986811
76808,7,6,4,31129,1550242
63167,5,7,3,34317,1305127
68366,4,5,2,42522,940163
67920,5,7,3,15800,690959
68803,4,8,5,39475,1153030
62126,7,8,5,20803,1116487
76398,7,6,3,39014,1534172
55510,6,8,4,26153,893435
38734,5,6,2,38890,401149
62245,4,8,6,44373,1290755
88933,6,7,5,52976,1865071
58229,4,7,5,44972,1251431
58282,6,5,3,49585,1133911
73689,5,8,4,49240,1688093
61667,5,7,4,65184,1394132
78462,5,6,4,17227,923444
50857,5,8,3,40790,1131534
73331,6,7,3,42656,1475701
52541,4,7,3,41258,842986
77922,5,5,4,36561,1327718
68811,6,6,2,33910,1220701
55421,8,7,3,30995,1403176
68776,6,7,4,37986,1331656
55691,4,7,4,44019,1051568
72654,6,8,3,51456,1813858
67362,5,7,4,32363,1041238
90863,6,6,2,41837,1746087
69173,6,6,4,44935,1412882
85592,5,7,6,25670,1557627
61625,7,7,3,52850,1797105
65197,6,5,4,28162,923247
76009,4,5,3,26888,834186
69421,7,6,2,38962,1603750
79348,5,5,3,50519,1510996
81239,5,7,4,27384,1496539
71348,5,8,5,45263,1447326
76024,6,8,5,16619,1361842
62421,6,7,5,50370,1409977
85192,6,6,2,22850,1534112
76113,5,7,6,46903,1484688
75767,5,8,3,27444,1379169
78070,4,8,3,60023,1884386
70965,4,7,6,15482,856384
83016,6,6,3,34140,1689512
71105,5,7,4,48457,1640186
42814,5,6,4,41426,452530
68071,4,6,3,35525,980146
72992,4,7,5,35123,1449409
60912,4,6,3,41100,814784
70670,7,7,5,40022,1735637
52308,6,5,3,35703,964924
68210,6,7,5,52591,1490718
69380,5,8,5,28115,1086186
80366,6,7,4,42775,1759180
74775,5,6,2,36903,1315829
65210,6,7,3,39286,1137685
77336,6,6,4,30222,1446155
72661,6,6,4,47048,1602903
78656,5,7,3,30157,1440246
63824,4,5,4,40086,800146
